"Comment"
"Usefull"
"Khóa học chi tiết dành cho người mới  giải thích dễ hiểu. Có nhiều lab thực hành."
"Khóa học chất lượng và thực chiến quá ạ. Cảm ơn a Linh!"
"Khóa học cung cấp kiến thức cơ bản rất tốt"
"Khóa học bổ ích  dễ hiểu và phù hợp với một người mới bắt đầu như mình."
"một mentor rất tận tâm  anh giảng rất dễ hiểu đến từng các trỏ chuột  Respect !"
"Mong có thêm khoá nâng cao hơn nữa  Học chỉ trông đến mấy bài labs để áp dụng và hiểu lý thuyết đã học."
"cám ơn anh đã tạo động lực cho em  em làm bên network  nghỉ làm 8 tháng vì lý do gia đình. Một ngày đẹp trời em thấy video của anh trên youtube  anh đã tạo động lực cho em để học cloud và mong muốn trở lại môi trường việc làm. Em cám ơn anh rất nhiều"
"Rất tuyệt  giảng viên giảng dễ hiểu  bài học hữu ích cho người mới bắt đầu tìm hiểu về AWS"
"Thầy giảng kỹ dễ hiểu  có nhiều bài lab thực hành. Giúp có nền tảng để học và ôn luyện chứng chỉ AWS. Cảm ơn thầy"
"Mọi thứ rất là đỉnh  cảm ơn anh đã tạo ra course này. Đợi course nâng cao hơn của anh :3"
"Khóa học chi tiết   dễ hiểu   giới thiệu được tổng quát các dịch vụ của AWS. Có nhiều bài lab thực hiện và có các chú ý trong đó"
"khá ok nha  nếu có vấn đề sẽ cmt sau"
"Mới bắt đầu tìm hiểu  nhưng nhìn qua về cấu trúc bài giảng  và những chia sẻ của giảng viên cảm thấy đây là một khoá học tốt cho những người mới bắt đầu như mình."
"Thầy dạy nhiệt tình  dễ hiểu. Khoá học khá phù hợp với người mới bắt đầu với cloud. Nhiều bài lab để làm."
"Giảng viên giảng rất lôi cuốn"
"good"
"Giảng viên giảng cặn kẽ  khoa học"
"Good course !"
"khóa hay  nhưng mà lâu lâu anh dùng thụât ngữ tiếng anh em nghe không rõ. Hy vọng anh cải thiện."
"Khóa học sắp xếp hợp lý  giọng đọc truyền đạt dễ nghe dễ hiểu  ưng nhất phần giọng :""D"
"khoá học ok lắm ạ"
"10 điểm"
"Rất hay"
"Cách trình bày nội dung dễ hiểu và dễ tiếp cận. Giọng điệu giảng viên rõ ràng  lôi cuốn người nghe."
"Chưa vào chủ đề chính  tới đây mới vẫn chỉ là giới thiệu  nên chưa thể đánh giá chính xác đc"
"gooooooooood"
"The Best"
"thanks"
"hữu ích đầy đủ"
"Kha thú vị!"
"Rất dễ hiểu"
"ok"
"clearly  usefull"
"A"
"Thank You Teacher ╰(*°▽°*)╯"
"Tuyệt vời ạ. Giảng viên nói dễ hiểu  thân thiện. Mong ra sẽ sớm ra thêm nâng cao nữa ạ ☺️"
"Tệ"
"Dễ hiểu"
"So good"
"Giảng dễ hiểu  thực tế và ví dụ lab có giải thích nên dễ hiểu. Thks anh Linh"
"Truyền đạt dễ hiểu  hay  truyền cảm hứng."
"g"
"Đơn giản dễ hiểu"
"Great"
"Có phù hợp"
"The videos near the end are blurry even though the resolution is 1080"
"Khóa học rất chi tiết và dễ hiểu  kiến thức được cung cấp rất đầy đủ. Tuy nhiên vì nhiều kiến thức nên là cần học kĩ để nắm được hết kiến thức."
"Nội dung giảng và trình bài cực kì dễ hiểu  khóa học này giúp cho những người mới học hiểu các dịch vụ của AWS và những người muốn hệ thống lại các kiến thức. Mình mới học được 2 giờ và thấy đây là một khóa học tuyệt vời!"
"Khoá học này rất thích hợp với các bạn lần đầu tiếp xúc với aws  cung cấp các kiến thức cơ bản 1 cách ngắn gọn  dễ hiểu  giọng nói dễ nghe. Chờ các khoá học nâng cao hơn của bạn Linh trong tương lai."
"Bác Linh giải thích dễ hiểu  lý thuyết ngắn gọn  thực hành nhiều. Anh em nào mới bắt đầu học AWS thì nên học course này. Mong sẽ có thêm nhiều courses hay như vầy từ bác Linh"
"Ban đầu đối với cá nhân mình thì khóa học chưa thực tế đúng nhu cầu của mình cho lắm mặc dù linh nói rất dễ nghe  dễ hiểu. NHƯNG các bạn tin mình đi mình đã tạm gác khóa học và tự mày mò tìm tòi rất nhiều thông tin trên mạng thì mình phát hiện ra là khóa học này rất chi tiết và đầy đủ đúng những gì mình cần. Rất may mình vẫn chưa từ bỏ và tiếp tục khám phá để nhận ra những những nội dung trong danh sách này rất chất lượng. Đúng là phải mất 1 thời gian mình mới khám phá ra được cái điều này. Thanks a Linh  Peace!"
"Tuyệt vời  hơn cả những gì mình mong đợi cho khoá beginer . Luôn mong đợi đại ca ra khoá mới ^^"
"Khóa học chất lượng  phù hợp cho người mới bắt đầu🥰🥰🥰 Hands-on nhiều thật sự đỉnh của chóp"
"Nội dung truyền đạt rất dễ hiểu. Cảm ơn Giảng Viên."
"strongly recommend for everyone. Thank Anh Linh"
"Lý thuyết cô đọng ... đặc biệt là lab rất nhiều ... hơn các khóa ở trung tâm mà mình từng học"
"Khoá học hay  phù hợp với lập trình viên mới tiếp cận Cloud"
"good trainning"
"Rất cơ bản và chi tiết."
"Giảng viên dạy khá kỹ càng và dễ hiểu"
"phù hợp"
"Khá chi tiết  nhiều bài lab hơn các khoá học cùng nội dung ở thời điểm này"
"Goood"
"nice"
"1 cái nhìn tổng quan về Cloud dành cho những người bắt đầu tìm hiểu"
"Okey"
"Nội dung cực kỳ chi tiết. Bố cục rõ ràng. Trình bày dễ hiểu. Phù hợp cho người mới và cả những người cần hệ thống lại kiến thức về AWS. Strongly recommend"
"ok"
"khóa học rất tốt"
"Khóa học rất hay. Phù hợp với người mới bắt đầu"
"Khoá học rất tuyệt vời  cảm ơn thầy <3"
"Giọng đọc truyền cảm. Chương trình học tiếp cận cho người mới bắt đầu."
"dễ hiểu"
"Mới học một giờ nhưng đã hiểu thêm nhiều kiến thức về cloud. Cảm ơn teacher nhiều"
"Good content"
"Nhìn 1 cách tổng quan khóa học rất hay và đối với beginer thì sẽ rất hữu ích  Thanks Mentor"
"Khóa học bằng tiếng Việt giúp mình hiểu rõ và sâu hơn về các kiến thức AWS."
"It is simple to those at beginner level."
"good"
"rất hữu ích"
"Excellent instructor. I enjoyed this course very much."
"Good!!!!"
"Good"
"Khóa học đi sâu về thực hành  rất thích hợp với những bạn cần học để áp dụng cho dự án thực tế."
"có"
