"Comment"
"Cảm ơn anh ạ  anh giảng rất hay  khóa học vô cùng bổ ích ạ!!"
"Khoá học rất hay ạ. Mong sếp sẽ ra thêm nhiều khoá học như thế này nữa"
"Mình cảm ơn vì đã có một khóa học bổ ích dành cho người mới để hiểu những kiến thức cơ bản về AWS."
"khóa học này thật sự có ích  mình code và mò mẫm tutorial làm liên quan đến các dịch vụ của AWS nhưng kg hiểu bản chất  mình kg control được  mù mờ. Khóa học này giúp mình hiểu cách nó hoạt động  cấu hình sao cho đúng  nó giúp mình sáng mắt ra luôn. Cám ơn Thắng!"
"Em đã xem rất nhiều video khóa học tiếng anh lẫn việt. Nhưng đây là khóa học mà em hầu như không ấn next time. Cách diễn đạt của anh rất phù hợp với em."
"Awesome course!"
"Cảm ơn anh đã chia sẻ những kiến thức bổ ích và dễ hiểu ạ."
"Trân trọng những đóng góp của a Thắng cho cộng đồng 😍"
"quá tuyệt vời và hữu ích  cảm ơn anh nhiều !!"
"easy to understand"
"Cô đọng  dễ hiểu  chuẩn phong cách mì AI"
"Xin chào anh  em là thành viên trong group Mì AI của anh. Hiện tại  em đang phát triển các dịch vụ liên quan đến AWS với mức độ beginner. Em cảm ơn anh đã chia sẻ những thông tin hữu ích thông qua khóa học này. Chúc anh một ngày mới tốt lành!"
"cảm ơn anh đã cho ra một khóa học quá tuyệt vời"
"Khóa học rất dễ hiểu cho người mới như em. Cám ơn anh Thắng đã tạo ra khóa học giá trị và bổ ích này."
"This is a valuable course and easy to approach"
"Cảm ơn anh"
"dễ hiểu  thực tế"
"Khóa học chất lượng  giảng viên nhiệt tình. Nếu bạn muốn bắt đầu tìm hiểu về AWS thì đây là khóa học bắt đầu bằng tiếng Việt tốt nhất!"
"tuyệt"
"Bài giảng rất dễ hiểu và thu hút người học. Giảng viên chia sẻ rất dễ thương và tâm lý ạ."
"quá tuyệt vời luôn ạ!"
"Tốt"
"Bài giảng dễ hiểu. Có demo cụ thể  mà lại còn free."
"Giảng viên trình bày rất dễ hiểu  ví dụ trực quan và thực tế."
"Tuyệt vời"
"Khóa học tuyệt vời  cảm ơn anh"
"Cảm ơn anh vì những thông tin hữu ích  cảm ơn vì sự nhiệt huyết của anh ạ!"
"Khoá học rất hữu ích cho người mới. Cảm ơn anh Thắng đã chia sẻ cho em và mọi người ạ"
"very clear"
"quá tuyệt vời"
"Bài thật hay ủng hộ anh nhiều"
"tôi thấy rất dễ hiểu và cách truyền tải nội dung rất ổn"
"hayyyy quá ạ"
"Cảm ơn anh về khóa học  em thấy nó rất bổ ích ạ."
"I think it very clear and simple to understand concerp"
"So good"
