"Comment"
"Good"
"Nice course. Thank master"
"Very clear and detailed explanation"
"Hướng dẫn rất chi tiết và dễ hiểu."
"Cần update lại tài liệu  tài liệu còn thiếu nhiều trong các bài lab và docs txt cài đặt cũng bị outdate. Các lỗi này mình đã khắc phục được. Tuy nhiên cần update để các bạn sau này mua khóa học có thể học tập 1 cách suôn sẻ."
"ok"
"Good"
"I like this course  very detail and has enough knowledge for beginners if you want to research and try to deploy a specific web application. thanks!"
"good"
"ok"
"This course is very detail and easy to understand about docker definitions and commands"
"A very great course  I learned a lot of new things. Thank you."
"Nội dung rất chi tiết cụ thể rõ ràng."
"Tuyệt vời"
"Wonderful!"
