"Comment"
"inspiring and convincing introduction"
"phù hợp với nhu cầu cá nhân của tôi"
"Dẫn dắt cuốn hút  thiên về lý thuyết  không có phần thực hành thực tế"
"Connection is not so good  it's interrupted sometime."
"Rất logic  thông tin hữu ích  công cụ đơn giản  dễ hiểu  dễ áp dụng. Cám ơn cô giáo"
"Tuyệt vời Giúp tôi tự tin hơn trong cách báo cáo"
"Bài giảng rất hay và có tính áp dụng thực tế cao trong nhiều tình huống thuyết trình  giao tiếp."
"OK  very good"
"Oke lah"
"ok nha"
"kk"
"done"
